Time,Pulses,wm,PWM,Vbus
0.0,0.0,0.0,0.0,5.000004768371582
0.050000000000000044,0.0,0.0,0.0,5.000004768371582
0.09999999999999987,0.0,0.0,0.0,5.000004768371582
0.15000400000000003,0.0,0.0,0.0,5.000004768371582
0.20000399999999985,0.0,0.0,0.0,5.000004768371582
0.250008,0.0,0.0,0.0,5.000004768371582
0.30000799999999983,0.0,0.0,0.0,5.000004768371582
0.3500079999999999,0.0,0.0,0.0,5.000004768371582
0.4000079999999999,0.0,0.0,0.0,5.000004768371582
0.45001199999999986,0.0,0.0,0.0,5.000004768371582
0.5000119999999999,0.0,0.0,0.0,5.000004768371582
0.5500159999999998,0.0,0.0,0.0,5.000004768371582
0.6000159999999999,0.0,0.0,0.0,5.000004768371582
0.6500159999999997,0.0,0.0,0.0,5.000004768371582
0.7000239999999998,0.0,0.0,0.0,5.000004768371582
0.7500279999999997,0.0,0.0,0.0,5.000004768371582
0.800028,0.0,0.0,0.0,5.000004768371582
0.8500319999999999,0.0,0.0,0.0,5.000004768371582
0.9000319999999997,0.0,0.0,0.0,5.000004768371582
0.950032,0.0,0.0,0.0,5.000004768371582
1.000036,0.0,0.0,0.0,5.000004768371582
1.0500359999999997,0.0,0.0,0.0,5.000004768371582
1.100036,0.0,0.0,0.0,5.000004768371582
1.15004,0.0,0.0,0.0,5.000004768371582
1.2000399999999998,0.0,0.0,0.0,5.000004768371582
1.25004,0.0,0.0,0.0,5.000004768371582
1.300044,0.0,0.0,0.0,5.000004768371582
1.3500439999999998,0.0,0.0,0.0,5.000004768371582
1.4000479999999997,0.0,0.0,0.0,5.000004768371582
1.450048,0.0,0.0,0.0,5.000004768371582
1.5000479999999998,0.0,0.0,0.0,5.000004768371582
1.550048,0.0,0.0,0.0,5.000004768371582
1.600052,0.0,0.0,0.0,5.000004768371582
1.6500519999999999,0.0,0.0,0.0,5.000004768371582
1.7000559999999998,0.0,0.0,0.0,5.000004768371582
1.750056,0.0,0.0,0.0,5.000004768371582
1.8000559999999999,0.0,0.0,0.0,5.000004768371582
1.8500559999999997,0.0,0.0,0.0,5.000004768371582
1.9000599999999996,0.0,0.0,0.0,5.000004768371582
1.95006,0.0,0.0,0.0,5.000004768371582
2.000064,0.0,0.0,0.0,5.000004768371582
2.050064,0.0,0.0,0.0,5.000004768371582
2.1000639999999997,0.0,0.0,0.0,5.000004768371582
2.1500639999999995,0.0,0.0,0.0,5.000004768371582
2.200068,0.0,0.0,0.0,5.000004768371582
2.2500679999999997,0.0,0.0,0.0,5.000004768371582
2.300072,0.0,0.0,0.0,5.000004768371582
2.350072,0.0,0.0,0.0,5.000004768371582
2.4000719999999998,0.0,0.0,0.0,5.000004768371582
2.4500719999999996,0.0,0.0,0.0,5.000004768371582
2.500076,0.0,0.0,0.0,5.000004768371582
2.550076,0.0,0.0,0.0,5.000004768371582
2.60008,0.0,0.0,0.0,5.000004768371582
2.65008,0.0,0.0,0.0,5.000004768371582
2.70008,0.0,0.0,0.0,5.000004768371582
2.7500799999999996,0.0,0.0,0.0,5.000004768371582
2.800084,0.0,0.0,0.0,5.000004768371582
2.850084,0.0,0.0,0.0,5.000004768371582
2.900088,0.0,0.0,0.0,5.000004768371582
2.950088,0.0,0.0,0.0,5.000004768371582
3.000088,0.0,0.0,0.0,5.000004768371582
3.0500920000000002,0.0,0.0,0.0,5.000004768371582
3.100092,0.0,0.0,0.0,5.000004768371582
3.150092,0.0,0.0,0.0,5.000004768371582
3.2000960000000003,0.0,0.0,0.0,5.000004768371582
3.250096,0.0,0.0,0.0,5.000004768371582
3.300096,0.0,0.0,0.0,5.000004768371582
3.3501000000000003,0.0,0.0,0.0,5.000004768371582
3.4001,0.0,0.0,0.0,5.000004768371582
3.4501039999999996,0.0,0.0,0.0,5.000004768371582
3.5001040000000003,0.0,0.0,0.0,5.000004768371582
3.550104,0.0,0.0,0.0,5.000004768371582
3.600104,0.0,0.0,0.0,5.000004768371582
3.6501080000000004,0.0,0.0,0.0,5.000004768371582
3.700108,0.0,0.0,0.0,5.000004768371582
3.7501119999999997,0.0,0.0,0.0,5.000004768371582
