Time,wm_ref,wm,PWM
0.0,0.0,0.0,0.0
0.05000400000000016,0.0,0.0,0.0
0.10000399999999998,0.0,0.0,0.0
0.15000400000000003,0.0,0.0,0.0
0.20000400000000007,0.0,0.0,0.0
0.250008,0.0,0.0,0.0
0.30001199999999995,0.0,0.0,0.0
0.350012,0.0,0.0,0.0
0.4000159999999999,0.0,0.0,0.0
0.4500200000000001,0.0,0.0,0.0
0.500024,0.0,0.0,0.0
0.5500240000000001,0.0,0.0,0.0
0.600028,0.0,0.0,0.0
0.6500319999999999,0.0,0.0,0.0
0.7000320000000002,0.0,0.0,0.0
0.7500360000000001,0.0,0.0,0.0
0.8000400000000001,0.0,0.0,0.0
0.8500399999999999,0.0,0.0,0.0
0.9000400000000002,0.0,0.0,0.0
0.9500440000000001,0.0,0.0,0.0
1.000044,0.0,0.0,0.0
1.0500479999999999,0.0,0.0,0.0
1.1000519999999998,0.0,0.0,0.0
1.150052,0.0,0.0,0.0
1.200056,0.0,0.0,0.0
1.25006,0.0,0.0,0.0
1.3000639999999999,0.0,0.0,0.0
1.3500679999999998,0.0,0.0,0.0
1.400068,0.0,0.0,0.0
1.450072,0.0,0.0,0.0
1.5000719999999998,0.0,0.0,0.0
1.5500759999999998,0.0,0.0,0.0
1.6000800000000002,0.0,0.0,0.0
1.650084,0.0,0.0,0.0
1.700088,0.0,0.0,0.0
1.7500879999999999,0.0,0.0,0.0
1.8000919999999998,0.0,0.0,0.0
1.8500960000000002,0.0,0.0,0.0
1.9001000000000001,0.0,0.0,0.0
1.9501,0.0,0.0,0.0
2.000104,0.0,0.0,0.0
2.050104,0.0,0.0,0.0
2.100108,0.0,0.0,0.0
2.150112,0.0,0.0,0.0
2.200116,0.0,0.0,0.0
2.25012,0.0,0.0,0.0
2.30012,0.0,0.0,0.0
2.350124,0.0,0.0,0.0
2.400128,0.0,0.0,0.0
2.450132,0.0,0.0,0.0
2.500136,0.0,0.0,0.0
2.5501359999999997,0.0,0.0,0.0
2.60014,0.0,0.0,0.0
2.6501439999999996,0.0,0.0,0.0
2.700148,0.0,0.0,0.0
2.750148,0.0,0.0,0.0
2.800152,0.0,0.0,0.0
2.8501559999999997,0.0,0.0,0.0
2.90016,0.0,0.0,0.0
2.9501639999999996,0.0,0.0,0.0
3.000168,0.0,0.0,0.0
3.0501720000000003,0.0,0.0,0.0
3.100176,0.0,0.0,0.0
3.15018,0.0,0.0,0.0
3.20018,0.0,0.0,0.0
3.2501839999999995,0.0,0.0,0.0
3.300188,0.0,0.0,0.0
3.3501920000000003,0.0,0.0,0.0
3.4001959999999998,0.0,0.0,0.0
3.4502,0.0,0.0,0.0
3.5002,0.0,0.0,0.0
3.5502039999999995,0.0,0.0,0.0
3.600208,0.0,0.0,0.0
3.6502120000000002,0.0,0.0,0.0
3.7002159999999997,0.0,0.0,0.0
3.75022,0.0,0.0,0.0
3.8002239999999996,0.0,0.0,0.0
3.850228,0.0,0.0,0.0
3.9002319999999995,0.0,0.0,0.0
3.950236,0.0,0.0,0.0
